,data,type
2312,Sant' Antioco,Location
2313,Santa Clara,Location
2314,Santa Cruz (Luzon),Location
2315,Santa Cruz (Marinduque),Location
2316,Santa Cruz de la Palma,Location
2317,Santa Cruz de Tenerife,Location
2318,Santa Fe,Location
2319,Santa Lucia,Location
2320,Santa Marta,Location
2321,Santa Panagia,Location
2322,Santa Rosalia,Location
2323,Santan Terminal,Location
2324,Santander,Location
2325,Santarem,Location
2326,Santiago,Location
2327,Santo,Location
2328,Santo Domingo,Location
2329,Santo Tomas de Castilla,Location
2330,Santos,Location
2331,Sanya,Location
2332,Sao Francisco do Sul,Location
2333,Sao Sebastiao,Location
2334,Sao Tome,Location
2335,Sapangar Bay,Location
2336,Sapele,Location
2337,Sarande,Location
2338,Sarikei,Location
2339,Sarnia,Location
2340,Sarroch,Location
2341,Sasebo,Location
2342,Sassnitz,Location
2343,Sattahip,Location
2344,Sauda,Location
2345,Sault Ste. Marie,Location
2346,Savannah,Location
2347,Savona,Location
2348,Savonlinna,Location
2349,Scalloway,Location
2350,Scarborough,Location
2351,Scarborough,Location
2352,Scheveningen,Location
2353,Schiedam,Location
2354,Scrabster,Location
2355,Sea Eagle Terminal,Location
2356,Seaham,Location
2357,Searsport,Location
2358,Seattle,Location
2359,Selaata,Location
2360,Selby,Location
2361,Semangka Bay Terminal,Location
2362,Semarang,Location
2363,Sendai-Shiogama,Location
2364,Senipah Terminal,Location
2365,Sepetiba,Location
2366,Seria Terminal,Location
2367,Serpentina Terminal,Location
2368,Sete,Location
2369,Setubal,Location
2370,Sevastopol,Location
2371,Seven Islands,Location
2372,Seville,Location
2373,Seward,Location
2374,Seydhisfjordur,Location
2375,Sfax,Location
2376,Shakhtersk,Location
2377,Shanghai,Location
2378,Shantou,Location
2379,Shanwei,Location
2380,Sharjah,Location
2381,Sharm el Sheikh,Location
2382,Sharpness,Location
2383,Sheerness,Location
2384,Sheet Harbour,Location
2385,Shekou,Location
2386,Shell Haven,Location
2387,Shengjin,Location
2388,Shibushi,Location
2389,Shidao,Location
2390,Shikama,Location
2391,Shikama,Location
2392,Shilong,Location
2393,Shimizu,Location
2394,Shimonoseki,Location
2395,Shingu,Location
2396,Ship Harbour,Location
2397,Shipu,Location
2398,Shiqiao,Location
2399,Shoreham,Location
2400,Shreveport-Bossier,Location
2401,Shuaiba,Location
2402,Shuidong,Location
2403,Shunde,Location
2404,Siam Seaport,Location
2405,Sibenik,Location
2406,Sibolga,Location
2407,Sibu,Location
2408,Sidi Kerir Terminal,Location
2409,Sidon,Location
2410,Siglufjordur,Location
2411,Sihanoukville,Location
2412,Siilinjarvi,Location
2413,Sikea,Location
2414,Sikka,Location
2415,Sillamae,Location
2416,Silloth,Location
2417,Simonstown,Location
2418,Sines,Location
2419,Singapore,Location
2420,Singkawang,Location
2421,Sinop,Location
2422,Siracusa,Location
2423,Sirri Island,Location
2424,Sisimiut,Location
2425,Sitka,Location
2426,Sitra,Location
2427,Sittwe,Location
2428,Skadovsk,Location
2429,Skaerbaek,Location
2430,Skagen,Location
2431,Skagway,Location
2432,Skelleftea,Location
2433,Skien,Location
2434,Skikda,Location
2435,Skogby,Location
2436,Skoldvik,Location
2437,Skua Terminal,Location
2438,Skudeneshavn,Location
2439,Skulte,Location
2440,Skuru,Location
2441,Skutskar,Location
2442,Slagen,Location
2443,Sligo,Location
2444,Slite,Location
2445,Smalkalden,Location
2446,Smith's Bluff,Location
2447,Sochi,Location
2448,Soderhamn,Location
2449,Soderhamn,Location
2450,Sodertalje,Location
2451,Sohar,Location
2452,Sokhna,Location
2453,Sola,Location
2454,Solvesborg,Location
2455,Soma,Location
2456,Sonderborg,Location
2457,Songjiang,Location
2458,Songjin,Location
2459,Songkhla,Location
2460,Songxia,Location
2461,Songxia,Location
2462,Soraker,Location
2463,Soraker,Location
2464,Sorel,Location
2465,Sorong,Location
2466,Soroosh Terminal,Location
2467,Sour,Location
2468,Souris,Location
2469,Sousse,Location
2470,South Killingholme,Location
2471,South Louisiana,Location
2472,South Riding Point,Location
2473,Southampton,Location
2474,Sovetskaya Gavan,Location
2475,Soyo,Location
2476,Split,Location
2477,Squamish,Location
2478,Sriracha,Location
2479,St. Andrews,Location
2480,St. Bernard,Location
2481,St. Eustatius,Location
2482,St. George's,Location
2483,St. George's,Location
2484,St. Helier,Location
2485,St. John,Location
2486,St. John's,Location
2487,St. John's,Location
2488,St. Louis du Rhone,Location
2489,St. Malo,Location
2490,St. Michiel's Bay,Location
2491,St. Nazaire,Location
2492,St. Paul,Location
2493,St. Peter Port,Location
2494,St. Petersburg,Location
2495,St. Petersburg,Location
2496,St. Pierre,Location
2497,St. Thomas,Location
2498,Stag Terminal,Location
2499,Stamford,Location
2500,Stanley Harbour,Location
2501,Stanlow,Location
2502,Stavanger,Location
2503,Steinkjer,Location
2504,Stenungsund,Location
2505,Stephenville,Location
2506,Stevns Pier,Location
2507,Stewart,Location
2508,Stigsnaesvaerkets Havn,Location
2509,Stockholm,Location
2510,Stockton,Location
2511,Stodhvarfjordur,Location
2512,Stornoway,Location
2513,Storugns,Location
2514,Stralsund,Location
2515,Stranraer,Location
2516,Strasbourg,Location
2517,Straumsvik,Location
2518,Struer,Location
2519,Stubbekobing,Location
2520,Studstrup,Location
2521,Sture,Location
2522,Stylis,Location
2523,Su Tu Den Terminal,Location
2524,Suakin,Location
2525,Suao,Location
2526,Suape,Location
2527,Subic Bay,Location
2528,Suda Bay,Location
2529,Suez,Location
2530,Sukhumi,Location
2531,Sulina,Location
2532,Sullom Voe,Location
2533,Sunderland,Location
2534,Sundsvall,Location
2535,Sungai Udang,Location
2536,Sungei Merah,Location
2537,Sungei Pakning,Location
2538,Sunndalsora,Location
2539,Supe,Location
2540,Supsa Terminal,Location
2541,Sur,Location
2542,Sur,Location
2543,Surabaya,Location
2544,Surigao,Location
2545,Susaki,Location
2546,Sutton Bridge,Location
2547,Suva,Location
2548,Svaneke,Location
2549,Svelgen,Location
2550,Svelvik,Location
2551,Svendborg,Location
2552,Svolvaer,Location
2553,Swansea,Location
2554,Swinoujscie,Location
2555,Sydney,Location
2556,Sydney,Location
2557,Syros,Location
2558,Szczecin,Location
2559,Tabaco,Location
2560,Tachibana,Location
2561,Tacloban,Location
2562,Tacoma,Location
2563,Tadoussac,Location
2564,Taganrog,Location
2565,Tagbiliran,Location
2566,Tagonoura,Location
2567,Taharoa Terminal,Location
2568,Taicang,Location
2569,Taichung,Location
2570,Taipei,Location
2571,Taiping,Location
2572,Taixing,Location
2573,Taizhou,Location
2574,Takamatsu,Location
2575,Takoradi,Location
2576,Takula Terminal,Location
2577,Takuma,Location
2578,Talamone,Location
2579,Talara,Location
2580,Talcahuano,Location
2581,Talisman Terminal,Location
2582,Tallinn,Location
2583,Tammisaari,Location
2584,Tampa,Location
2585,Tampico,Location
2586,Tan Thuan Dong,Location
2587,Tanabe,Location
2588,Tanamo,Location
2589,Tandoc,Location
2590,Tanga,Location
2591,Tangier,Location
2592,Tangier-Mediterranee,Location
2593,Tangshan,Location
2594,Tanjong Manis,Location
2595,Tanjong Salirong,Location
2596,Tanjung Bara,Location
2597,Tanjung Langsat,Location
2598,Tanjung Pandan,Location
2599,Tanjung Pelepas,Location
2600,Tanjung Pemancingan,Location
2601,Tanjung Sekong,Location
2602,Tanjung Uban,Location
2603,Tanjung Wangi,Location
2604,Tantawan Terminal,Location
2605,Tapaktuan,Location
2606,Tarakan,Location
2607,Taranto,Location
2608,Tarfaya,Location
2609,Tarragona,Location
2610,Tartous,Location
2611,Tauranga,Location
2612,Tawau,Location
2613,Tees,Location
2614,Tegal,Location
2615,Teignmouth,Location
2616,Tekirdag,Location
2617,Tell City,Location
2618,Teluk Bayur,Location
2619,Teluk Nibung,Location
2620,Tema,Location
2621,Tembladora,Location
2622,Temryuk,Location
2623,Tenes,Location
2624,Teraina,Location
2625,Terneuzen,Location
2626,Tetney Terminal,Location
2627,Texas City,Location
2628,Thalassery,Location
2629,Thanh Hoa,Location
2630,The Dalles,Location
2631,Theodosia,Location
2632,Thessaloniki,Location
2633,Thevenard,Location
2634,Thi Nai,Location
2635,Thilawa,Location
2636,Thilawa,Location
2637,Thisted,Location
2638,Thorlakshofn,Location
2639,Thorold,Location
2640,Thorshofn,Location
2641,Three Rivers,Location
2642,Thunder Bay,Location
2643,Thursday Island,Location
2644,Tianjiazhen,Location
2645,Tilbury,Location
2646,Timaru,Location
2647,Timbues,Location
2648,Tin Can Island,Location
2649,Tinian Island,Location
2650,Tirebolu,Location
2651,Toamasina,Location
2652,Tobata,Location
2653,Tobruk,Location
2654,Tocopilla,Location
2655,Tokachi,Location
2656,Tokuyama,Location
2657,Tokyo,Location
2658,Tolagnaro,Location
2659,Toledo,Location
2660,Toliary,Location
2661,Tolkkinen,Location
2662,Tomakomai,Location
2663,Tomioka,Location
2664,Tongjiang,Location
2665,Tongling,Location
2666,Tonnay Charente,Location
2667,Tonsberg,Location
2668,Topolobampo,Location
2669,Tornio,Location
2670,Toronto,Location
2671,Torre Annunziata,Location
2672,Torrevieja,Location
2673,Torshavn,Location
2674,Tortola,Location
2675,Totnes,Location
2676,Toulon,Location
2677,Townsville,Location
2678,Toyohashi,Location
2679,Trabzon,Location
2680,Tramandai,Location
2681,Trapani,Location
2682,Treguier,Location
2683,Trelleborg,Location
2684,Trenton,Location
2685,Trieste,Location
2686,Trincomalee,Location
2687,Tripoli,Location
2688,Tripoli,Location
2689,Trombetas,Location
2690,Tromso,Location
2691,Trondheim,Location
2692,Troon,Location
2693,Truro,Location
2694,Tsukumi,Location
2695,Tsuruga,Location
2696,Tuapse,Location
2697,Tuban,Location
2698,Tubarao,Location
2699,Tuktoyaktuk,Location
2700,Tulagi,Location
2701,Tulcea,Location
2702,Tumaco,Location
2703,Tunis,Location
2704,Turbo,Location
2705,Turkmenbashi,Location
2706,Turku,Location
2707,Tutunciftlik,Location
2708,Tuxpan,Location
2709,Tvoroyri,Location
2710,Tyne,Location
2711,Ube,Location
2712,Uchiura,Location
2713,Uddevalla,Location
2714,Uglegorsk,Location
2715,Ullapool,Location
2716,Ulsan,Location
2717,Umatilla,Location
2718,Umea,Location
2719,Umm al Qaiwain,Location
2720,Umm Qasr,Location
2721,Uno,Location
2722,Upernavik,Location
2723,Urangan,Location
2724,Useless Loop,Location
2725,Ushuaia,Location
2726,Ust-Dunaysk,Location
2727,Ust-Luga,Location
2728,Ustka,Location
2729,Utersen,Location
2730,Uummannaq,Location
2731,Uusikaupunki,Location
2732,Vaasa,Location
2733,Vacamonte,Location
2734,Vada,Location
2735,Vadinar Terminal,Location
2736,Vadso,Location
2737,Vagur,Location
2738,Valdez,Location
2739,Valencia,Location
2740,Valentia,Location
2741,Valletta,Location
2742,Valleyfield,Location
2743,Valparaiso,Location
2744,Van Phong Bay,Location
2745,Vancouver,Location
2746,Vancouver,Location
2747,Vanersborg,Location
2748,Vanino,Location
2749,Vannes,Location
2750,Varanus Island Terminal,Location
2751,Varberg,Location
2752,Vardo,Location
2753,Varkaus,Location
2754,Varna,Location
2755,Vassiliko Bay,Location
2756,Vasto,Location
2757,Vat Cach,Location
2758,Vathi,Location
2759,Veitsiluoto,Location
2760,Vejle,Location
2761,Vene-Balti,Location
2762,Venice,Location
2763,Ventspils,Location
2764,Veracruz,Location
2765,Veraval,Location
2766,Vesteras,Location
2767,Vestervik,Location
2768,Vestmanna,Location
2769,Vestmannaeyjar,Location
2770,Viana do Castelo,Location
2771,Victoria,Location
2772,Victoria,Location
2773,Vienna,Location
2774,Vietsovpetro 01 Terminal,Location
2775,Vieux Fort,Location
2776,Vigo,Location
2777,Vila do Conde,Location
2778,Villa Constitucion,Location
2779,Villagarcia,Location
2780,Villanueva,Location
2781,Villanueva y Geltru,Location
2782,Vinh Long,Location
2783,Visakhapatnam,Location
2784,Visby,Location
2785,Vita,Location
2786,Vitino,Location
2787,Vitoria,Location
2788,Vivero,Location
2789,Vlaardingen,Location
2790,Vladivostok,Location
2791,Vlore,Location
2792,Volos,Location
2793,Vopnafjordur,Location
2794,Vordingborg,Location
2795,Vostochnyy,Location
2796,Vung Ang,Location
2797,Vung Tau,Location
2798,Vyborg,Location
2799,Vysotsk,Location
2800,Wadi Feiran Terminal,Location
2801,Wakamatsu,Location
2802,Wakayama,Location
2803,Wakkanai,Location
2804,Wallaroo,Location
2805,Wallhamn,Location
2806,Walvis Bay,Location
2807,Wanganui,Location
2808,Wanzhou,Location
2809,Warrenpoint,Location
2810,Warri,Location
2811,Waterford,Location
2812,Waukegan,Location
2813,Waverley Terminal,Location
2814,Weihai,Location
2815,Weipa,Location
2816,Wellington,Location
2817,Wells,Location
2818,Wenzhou,Location
2819,West Linapacan Terminal,Location
2820,Westport,Location
2821,Westport,Location
2822,Wewak,Location
2823,Weymouth,Location
2824,Weymouth,Location
2825,Whangarei,Location
2826,Whiffen Head,Location
2827,Whitby,Location
2828,Whitstable,Location
2829,Whittier,Location
2830,Whyalla,Location
2831,Wick,Location
2832,Wicklow,Location
2833,Wilhelmshaven,Location
2834,Willemstad,Location
2835,Wilmington (Delaware),Location
2836,Wilmington (North Carolina),Location
2837,Windsor,Location
2838,Winterport,Location
2839,Wisbech,Location
2840,Wismar,Location
2841,Wladyslawowo,Location
2842,Wolgast,Location
2843,Wonsan,Location
2844,Woodfibre,Location
2845,Workington,Location
2846,Wrangell,Location
2847,Wuhan,Location
2848,Wuhu,Location
2849,Wuxue,Location
2850,Wuzhou,Location
2851,Wyandotte,Location
2852,Wyndham,Location
2853,Xiamen,Location
2854,Xiangfan,Location
2855,Xiangtan,Location
2856,Xiaoshan,Location
2857,Xiashi,Location
2858,Xingang,Location
2859,Xingang,Location
2860,Xinhui,Location
2861,Xiuyu,Location
2862,Yabucoa,Location
2863,Yakutat,Location
2864,Yali,Location
2865,Yalta,Location
2866,Yamba,Location
2867,Yampi Sound,Location
2868,Yanbu (Commercial Port),Location
2869,Yanbu (Industrial Port),Location
2870,Yancheng,Location
2871,Yandina,Location
2872,Yangjiang,Location
2873,Yangon,Location
2874,Yangpu,Location
2875,Yangzhou,Location
2876,Yantai,Location
2877,Yantian,Location
2878,Yap,Location
2879,Yarimca,Location
2880,Yarmouth,Location
2881,Yatsushiro,Location
2882,Yawata,Location
2883,Yeisk,Location
2884,Yenikoy,Location
2885,Yerakini,Location
2886,Yevpatoriya,Location
2887,Yibin,Location
2888,Yichang,Location
2889,Yingkou,Location
2890,Yiyang,Location
2891,Ymuiden,Location
2892,Yokkaichi,Location
2893,Yokohama,Location
2894,Yokosuka,Location
2895,Yombo Terminal,Location
2896,Yorktown,Location
2897,Yosu,Location
2898,Yosu,Location
2899,Youghal,Location
2900,Ystad,Location
2901,Yuanjiang,Location
2902,Yukalpeten,Location
2903,Yuzhnyy,Location
2904,Zaafarana Terminal,Location
2905,Zaandam,Location
2906,Zadar,Location
2907,Zafiro Terminal,Location
2908,Zahrani Terminal,Location
2909,Zamboanga,Location
2910,Zante,Location
2911,Zanzibar,Location
2912,Zarate,Location
2913,Zarubino,Location
2914,Zarzis,Location
2915,Zawia Terminal,Location
2916,Zeebrugge,Location
2917,Zeit Bay Terminal,Location
2918,Zhangjiabu,Location
2919,Zhangjiagang,Location
2920,Zhangzhou,Location
2921,Zhanjiang,Location
2922,Zhaoqing,Location
2923,Zhapu,Location
2924,Zhenjiang,Location
2925,Zhongshan,Location
2926,Zhoushan,Location
2927,Zhoushan,Location
2928,Zhuhai,Location
2929,Zhuzhou,Location
2930,Zierikzee,Location
2931,Ziguinchor,Location
2932,Zirku Island,Location
2933,Zonguldak,Location
2934,Zuara,Location
2935,Zueitina Terminal,Location
2936,Common and formal names,Location
2937,A AAA,Location
2938,ZZZ↓ UN member states and observer states ↓,Location
2939,ZZZAbkhazia → Abkhazia,Location
2940, Afghanistan – Islamic Republic of Afghanistan,Location
2941, Albania – Republic of Albania,Location
2942, Algeria – People's Democratic Republic of Algeria,Location
2943, Andorra – Principality of Andorra,Location
2944, Angola – Republic of Angola,Location
2945, Antigua and Barbuda,Location
2946, Argentina – Argentine Republic[g],Location
2947, Armenia – Republic of Armenia,Location
2948,ZZZArtsakh → Artsakh,Location
2949, Australia – Commonwealth of Australia,Location
2950, Austria – Republic of Austria,Location
2951, Azerbaijan – Republic of Azerbaijan,Location
2952," Bahamas, The – Commonwealth of The Bahamas[8]",Location
2953, Bahrain – Kingdom of Bahrain,Location
2954, Bangladesh – People's Republic of Bangladesh,Location
2955, Barbados,Location
2956, Belarus – Republic of Belarus,Location
2957, Belgium – Kingdom of Belgium,Location
2958, Belize,Location
2959, Benin – Republic of Benin,Location
2960, Bhutan – Kingdom of Bhutan,Location
2961, Bolivia – Plurinational State of Bolivia,Location
2962, Bosnia and Herzegovina,Location
2963, Botswana – Republic of Botswana,Location
2964, Brazil – Federative Republic of Brazil,Location
2965," Brunei – Nation of Brunei, the Abode of Peace",Location
2966, Bulgaria – Republic of Bulgaria,Location
2967, Burkina Faso,Location
2968,Burma → Myanmar,Location
2969, Burundi – Republic of Burundi,Location
2970, Cambodia – Kingdom of Cambodia,Location
2971, Cameroon – Republic of Cameroon,Location
2972, Canada[h],Location
2973, Cape Verde – Republic of Cabo Verde[i],Location
2974, Central African Republic,Location
2975, Chad – Republic of Chad,Location
2976, Chile – Republic of Chile,Location
2977, China – People's Republic of China[j],Location
2978,"China, Republic of → Taiwan",Location
2979, Colombia – Republic of Colombia,Location
2980, Comoros – Union of the Comoros,Location
2981," Congo, Democratic Republic of the[n]",Location
2982," Congo, Republic of the[o]",Location
2983,ZZZCook Islands → Cook Islands,Location
2984, Costa Rica – Republic of Costa Rica,Location
2985,Côte d'Ivoire → Ivory Coast,Location
2986, Croatia – Republic of Croatia,Location
2987, Cuba – Republic of Cuba,Location
2988, Cyprus – Republic of Cyprus,Location
2989, Czech Republic[p],Location
2990,"Democratic People's Republic of Korea → Korea, North",Location
2991,"Democratic Republic of the Congo → Congo, Democratic Republic of the",Location
2992, Denmark – Kingdom of Denmark,Location
2993, Djibouti – Republic of Djibouti,Location
2994, Dominica – Commonwealth of Dominica,Location
2995, Dominican Republic,Location
2996, East Timor – Democratic Republic of Timor-Leste[r],Location
2997, Ecuador – Republic of Ecuador,Location
2998, Egypt – Arab Republic of Egypt,Location
2999, El Salvador – Republic of El Salvador,Location
3000, Equatorial Guinea – Republic of Equatorial Guinea,Location
3001, Eritrea – State of Eritrea,Location
3002, Estonia – Republic of Estonia,Location
3003, Eswatini – Kingdom of Eswatini[s],Location
3004, Ethiopia – Federal Democratic Republic of Ethiopia,Location
3005, Fiji – Republic of Fiji,Location
3006, Finland – Republic of Finland,Location
3007, France – French Republic,Location
3008, Gabon – Gabonese Republic,Location
3009,"Gambia  Gambia, The – Republic of The Gambia[17]",Location
3010, Georgia,Location
3011, Germany – Federal Republic of Germany,Location
3012, Ghana – Republic of Ghana,Location
3013, Greece – Hellenic Republic,Location
3014, Grenada,Location
3015, Guatemala – Republic of Guatemala,Location
3016, Guinea – Republic of Guinea[u],Location
3017, Guinea-Bissau – Republic of Guinea-Bissau,Location
3018, Guyana – Co-operative Republic of Guyana,Location
3019, Haiti – Republic of Haiti,Location
3020,Holy See → Vatican City,Location
3021, Honduras – Republic of Honduras,Location
3022, Hungary,Location
3023, Iceland[v],Location
3024, India – Republic of India,Location
3025, Indonesia – Republic of Indonesia,Location
3026, Iran – Islamic Republic of Iran,Location
3027, Iraq – Republic of Iraq,Location
3028, Ireland[w],Location
3029, Israel – State of Israel,Location
3030, Italy – Italian Republic,Location
3031, Ivory Coast – Republic of Côte d'Ivoire[x],Location
3032, Jamaica,Location
3033, Japan,Location
3034, Jordan – Hashemite Kingdom of Jordan,Location
3035, Kazakhstan – Republic of Kazakhstan,Location
3036, Kenya – Republic of Kenya,Location
3037, Kiribati – Republic of Kiribati,Location
3038," Korea, North – Democratic People's Republic of Korea",Location
3039," Korea, South – Republic of Korea",Location
3040,ZZZKosovo → Kosovo,Location
3041, Kuwait – State of Kuwait,Location
3042, Kyrgyzstan – Kyrgyz Republic,Location
3043, Laos – Lao People's Democratic Republic,Location
3044, Latvia – Republic of Latvia,Location
3045, Lebanon – Lebanese Republic,Location
3046, Lesotho – Kingdom of Lesotho,Location
3047, Liberia – Republic of Liberia,Location
3048, Libya – State of Libya,Location
3049, Liechtenstein – Principality of Liechtenstein,Location
3050, Lithuania – Republic of Lithuania,Location
3051, Luxembourg – Grand Duchy of Luxembourg,Location
3052,Macedonia → North Macedonia,Location
3053, Madagascar – Republic of Madagascar,Location
3054, Malawi – Republic of Malawi,Location
3055, Malaysia,Location
3056, Maldives – Republic of Maldives,Location
3057, Mali – Republic of Mali,Location
3058, Malta – Republic of Malta,Location
3059, Marshall Islands – Republic of the Marshall Islands,Location
3060, Mauritania – Islamic Republic of Mauritania,Location
3061, Mauritius – Republic of Mauritius,Location
3062, Mexico – United Mexican States,Location
3063, Micronesia – Federated States of Micronesia,Location
3064, Moldova – Republic of Moldova,Location
3065, Monaco – Principality of Monaco,Location
3066, Mongolia,Location
3067, Montenegro,Location
3068, Morocco – Kingdom of Morocco,Location
3069, Mozambique – Republic of Mozambique,Location
3070, Myanmar – Republic of the Union of Myanmar[y],Location
3071,ZZZNagorno-Karabakh → Artsakh,Location
3072, Namibia – Republic of Namibia,Location
3073, Nauru – Republic of Nauru,Location
3074,   Nepal – Federal Democratic Republic of Nepal,Location
3075, Netherlands – Kingdom of the Netherlands,Location
3076, New Zealand,Location
3077, Nicaragua – Republic of Nicaragua,Location
3078, Niger – Republic of Niger,Location
3079, Nigeria – Federal Republic of Nigeria,Location
3080,ZZZNiue → Niue,Location
3081,"North Korea → Korea, North",Location
3082, North Macedonia – Republic of North Macedonia[aa],Location
3083,ZZZNorthern Cyprus → Northern Cyprus,Location
3084, Norway – Kingdom of Norway,Location
3085, Oman – Sultanate of Oman,Location
3086, Pakistan – Islamic Republic of Pakistan,Location
3087, Palau – Republic of Palau,Location
3088, Palestine – State of Palestine,Location
3089, Panama – Republic of Panama,Location
3090, Papua New Guinea – Independent State of Papua New Guinea,Location
3091, Paraguay – Republic of Paraguay,Location
3092, Peru – Republic of Peru,Location
3093, Philippines – Republic of the Philippines,Location
3094, Poland – Republic of Poland,Location
3095, Portugal – Portuguese Republic,Location
3096,Pridnestrovie → Transnistria,Location
3097, Qatar – State of Qatar,Location
3098,"Republic of Korea → Korea, South",Location
3099,"Republic of the Congo → Congo, Republic of the",Location
3100, Romania,Location
3101, Russia – Russian Federation,Location
3102, Rwanda – Republic of Rwanda,Location
3103,ZZZSahrawi Arab Democratic Republic → Sahrawi Arab Democratic Republic,Location
3104, Saint Kitts and Nevis – Federation of Saint Christopher and Nevis,Location
3105, Saint Lucia,Location
3106, Saint Vincent and the Grenadines,Location
3107, Samoa – Independent State of Samoa,Location
3108, San Marino – Republic of San Marino,Location
3109, São Tomé and Príncipe – Democratic Republic of São Tomé and Príncipe,Location
3110, Saudi Arabia – Kingdom of Saudi Arabia,Location
3111, Senegal – Republic of Senegal,Location
3112, Serbia – Republic of Serbia,Location
3113, Seychelles – Republic of Seychelles,Location
3114, Sierra Leone – Republic of Sierra Leone,Location
3115, Singapore – Republic of Singapore,Location
3116, Slovakia – Slovak Republic,Location
3117, Slovenia – Republic of Slovenia,Location
3118, Solomon Islands,Location
3119, Somalia – Federal Republic of Somalia,Location
3120,ZZZSomaliland → Somaliland,Location
3121, South Africa – Republic of South Africa,Location
3122,"South Korea → Korea, South",Location
3123,ZZZSouth Ossetia → South Ossetia,Location
3124, South Sudan – Republic of South Sudan,Location
3125, Spain – Kingdom of Spain,Location
3126, Sri Lanka – Democratic Socialist Republic of Sri Lanka[ab],Location
3127, Sudan – Republic of the Sudan,Location
3128,"ZZZSudan, South → South Sudan",Location
3129, Suriname – Republic of Suriname,Location
3130,Swaziland → Eswatini,Location
3131, Sweden – Kingdom of Sweden,Location
3132,  Switzerland – Swiss Confederation,Location
3133, Syria – Syrian Arab Republic,Location
3134,ZZZTaiwan ,Location
3135, Tajikistan – Republic of Tajikistan,Location
3136, Tanzania – United Republic of Tanzania,Location
3137, Thailand – Kingdom of Thailand,Location
3138,"The Bahamas → Bahamas, The",Location
3139,"The Gambia → Gambia, The",Location
3140,Timor-Leste → East Timor,Location
3141, Togo – Togolese Republic,Location
3142, Tonga – Kingdom of Tonga,Location
3143,ZZZTransnistria → Transnistria,Location
3144, Trinidad and Tobago – Republic of Trinidad and Tobago,Location
3145, Tunisia – Republic of Tunisia,Location
3146, Turkey – Republic of Turkey,Location
3147, Turkmenistan – Republic of Turkmenistan,Location
3148, Tuvalu,Location
3149, Uganda – Republic of Uganda,Location
3150, Ukraine,Location
3151, United Arab Emirates,Location
3152, United Kingdom – United Kingdom of Great Britain and Northern Ireland,Location
3153, United States – United States of America,Location
3154, Uruguay – Oriental Republic of Uruguay,Location
3155, Uzbekistan – Republic of Uzbekistan,Location
3156, Vanuatu – Republic of Vanuatu,Location
3157,  Vatican City – Vatican City State,Location
3158, Venezuela – Bolivarian Republic of Venezuela,Location
3159, Vietnam – Socialist Republic of Vietnam,Location
3160, Yemen – Republic of Yemen,Location
3161, Zambia – Republic of Zambia,Location
3162, Zimbabwe – Republic of Zimbabwe,Location
3163,ZZZ↑ UN member states and observer states ↑,Location
3164,ZZZ,Location
3165,ZZZ↓ Other states ↓,Location
3166, Abkhazia – Republic of Abkhazia,Location
3167, Artsakh – Republic of Artsakh[ac],Location
3168, Cook Islands,Location
3169, Kosovo – Republic of Kosovo,Location
3170, Niue,Location
3171, Northern Cyprus – Turkish Republic of Northern Cyprus,Location
3172, Sahrawi Arab Democratic Republic,Location
3173, Somaliland – Republic of Somaliland,Location
3174, South Ossetia – Republic of South Ossetia–the State of Alania,Location
3175, Taiwan – Republic of China[j],Location
3176, Transnistria – Pridnestrovian Moldavian Republic,Location
3177,ZZZ↑ Other states ↑,Location
3178,ZZZZ,Location
